Serial Number,License Type Code,License Class Code,Certificate Number,Premise Name,DBA,Premise Address,Premise Address 2,Premise Zip,License Issued Date,License Expiration Date,Method of Operation,Days/Hours of Operation,Other
2198871,DD,207,918573,KERRS CREEK DISTILLERY LLC,EASY SPEAKER SILVER MOON ISHKA,2450 COUNTY HWY 23,AKA 2450-52 COUNTY HWY 23,13856,6/4/19,6/30/22,FARM DISTILLER CLASS D,Not Available,Not Available
1258381,OP,252,912798,BABALU LLC,MAMAJUANA CAFE,3233 E TREMONT AVE,Not Available,10461,11/15/19,11/30/21,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,Mon to Wed 9AM to 3AM THUR to Sat 9AM to 4AM SUN 9AM to 2AM,Not Available
1295096,DX,126,912015,WALGREEN EASTERN CO INC,WALGREENS #13961,12 E JERICHO TPKE,Not Available,11501,12/26/18,1/31/22,DRUG STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
3152732,AX,122,908505,BRAVO MARKET INC,Not Available,1050 N CLINTON AVE,Not Available,14621,9/11/18,10/31/21,GROCERY STORE SELLING BEER AND WINE PRODUCTS,Not Available,Not Available
1046953,OP,252,914562,WIL MOR TAVERN INC,JT CARRINGTONS,10 ELM STREET,Not Available,11743,1/24/20,2/28/22,TAVERN SERVING LIQUOR WINE CIDER AND BEER,Not Available,DJ Juke Box
2158095,OP,252,914427,PARTNERS J T INC,PARTNERS PUB,21 S WILLIAM ST,Not Available,12095,1/21/20,2/28/22,BAR/TAVERN SERVING BEER CIDER WINE & LIQUOR,Not Available,Recorded music
1313475,AX,122,903908,SWEET CORNER GRAND DELI INC,Not Available,423 ETNA ST,Not Available,11208,2/27/19,1/31/22,GROCERY STORE SELLING BEER AND WINE PRODUCTS,Not Available,Not Available
1273368,RW,341,841574,LOS MOLCAJETES #2 LTD,Not Available,142 UNION AVE,Not Available,10801,11/18/19,11/30/21,RESTAURANT SERVING BEER CIDER AND WINE,Patron Dancing,Live & Recorded Music & DJs
1235453,WW,303,918172,CITADEL TRADING CORP,CITADEL TRADING CTC,1123 BROADWAY SUITE 614,25TH AND 26TH STREETS,10010,5/21/19,6/30/22,WINE WHOLESALER,Not Available,Not Available
2195688,TW,344,925857,COMPLEXIONS INC,COMPLEXIONS,221 WOLF RD,T/O COLONIE,12205,4/13/20,5/31/22,TAVERN SERVING BEER WINE & CIDER,Not Available,Recorded Music
2199315,RW,341,841536,SUSHI VILLAGE 8 INC,Not Available,8 RAYMOND AVE,Not Available,12603,11/14/19,11/30/21,RESTAURANT SERVING BEER CIDER AND WINE,Not Available,Not Available
3162941,A,128,915797,DOLGEN NEW YORK LLC,DOLLAR GENERAL STORE #10186,187 MAIN ST,Not Available,14843,6/18/19,5/31/22,GROCERY STORE SELLING BEER AND CIDER,Not Available,Not Available
1311486,AX,122,883446,LINDELI GROCERY NY CORP,Not Available,1789 LINDEN BLVD,Not Available,11207,10/19/18,9/30/21,GROCERY STORE SELLING BEER  WINE PRODUCTS CIDER,Not Available,Not Available
3013091,OP,252,911707,GUGLIELMO MARCONI SOCIAL CLUB INC,GUGLIELMO MARCONI SOCIAL CLUB,24 26 W PULTENEY ST,Not Available,14830,10/9/19,9/30/21,TAVERN SERVING BEER WINE CIDER AND LIQUOR,Not Available,Not Available
2204125,RW,341,842428,FIERRO'S HOSPITALITY LLC,FIERRO'S,2524 RTE 9N,Not Available,12833,7/8/20,7/31/22,RESTAURANT SERVING BEER WINE & CIDER,Not Available,Not Available
2180880,HL,242,924180,BROADALBIN PROPERTIES LLC,1854 PUB & EATERY,59 WEST MAIN ST,Not Available,12025,7/21/20,7/31/22,HOTEL SERVING BEER WINE AND LIQUOR CIDER,Not Available,Live/Recorded Music Dancing Licensed porches
1288148,TW,344,922025,NEW COMMUNITY CINEMA CLUB INC,CINEMA ARTS CENTRE,423 PARK AVE,Not Available,11743,10/29/19,10/31/21,THEATER SERVING BEER CIDER AND WINE,Not Available,Patio; Live recorded DJ karaoke & jukebox music;dancing patrons & employees for entertainment
1271307,AX,122,919792,WEBB DELI GROCERY INC,Not Available,2690 94 WEBB AVE,Not Available,10468,7/18/19,7/31/22,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
1276855,CR,256,785989,DMI INC,KNOCKDOWN CENTER,52-19 FLUSHING AVE,Not Available,11378,6/12/20,4/30/22,CABARET SERVING LIQUORBEERWINE AND CIDER; EVENTS END SU-TH2AM; FR-SA4AM,6 Patios;LiveRecorded Music;Dancing,FB Stip: 20 events@3100 occupancy all events 1800 occ; Hrs:Sun-Wed 2am Th-Sat 4am
1308335,DX,126,923256,WALGREEN EASTERN CO INC,WALGREENS STORE #17419,403 WILLIAM FLOYD PKWY,Not Available,11967,2/26/20,1/31/22,DRUG STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
1013167,RW,341,841452,GIORGIO SHELLFISH CORP,JORDAN'S LOBSTER DOCK,3165 HARKNESS AVENUE,Not Available,11235,11/4/19,10/31/21,RESTAURANT SERVING BEER CIDER AND WINE,Not Available,Not Available
2502674,AX,122,910228,JOSEPH JOHN STEINER,INDIAN RIVER GENERAL STORE,RR 1  BOX 162 C,Not Available,13327,11/26/18,11/30/21,GROCERY SELLING BEER CIDER AND WINE COOLER PRODUCTS,Not Available,Not Available
1314372,TW,344,904548,PROSOCIAL PLAY INC,SOCIAL PLAY HAUS,200 EXPRESS ST,STE 100,11803,10/15/19,9/30/21,BAR/TAVERN SERVING BEER CIDER AND WINE,Not Available,Recorded Music
1274972,RW,341,842120,NMN FOOD LLC,HUMMUS KITCHEN,768 9TH AVE,SOUTH STORE,10019,3/20/20,3/31/22,RESTAURANT SERVING BEER CIDER AND WINE,Not Available,No Sidewalk Cafe Until Permit Obtained Recorded Music
1145340,AX,122,911183,JAZZIE ENTERPRISES INC,JAZZIE ENTERPRISES,1399 HYLAN BLVD,REID AVENUE & DUMONT AVENUE,10305,12/6/18,12/31/21,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
2216681,A,128,915814,DOLGEN NEW YORK LLC,DOLLAR GENERAL STORE #8596,126 CAYUGA ST,Not Available,13069,6/19/19,5/31/22,GROCERY STORE SELLING BEER AND CIDER,Not Available,Not Available
1290010,AX,128,910364,SPEEDWAY LLC,SPEEDWAY #07885,800 JERICHO TPKE,Not Available,11590,11/29/18,1/31/22,GROCERY STORE SELLING BEER CIDER & WINE PRODUCTS,Not Available,Not Available
2211072,TW,344,925366,BREW LLC,PINT SIZED,250 LARK ST,Not Available,12210,3/20/20,3/31/22,TAVERN WINE SERVING WINE BEER & CIDER,Not Available,Not Available
1295571,A,122,919758,KRAJAN INC,Not Available,160 NASSAU AVE,Not Available,11222,7/15/19,7/31/22,GROCERY STORE SELLING BEER & CIDER,Not Available,Not Available
1293894,RW,341,842349,SMASHBURGER ACQUISITION LONG ISLAND LLC,SMASHBURGER,1221A 1223 WANTAGH AVE,#1562,11793,6/11/20,6/30/22,RESTAURANT SERVING BEER CIDER AND WINE,Not Available,Recorded Music
2188185,WS,308,911166,CONTINENTAL VINEYARDS LLC,BROKEN EARTH WINERY,5625 E HGWY 46,Not Available,93446,12/6/18,12/31/21,Not Available,Not Available,Not Available
1301189,OP,252,917261,MILLIE'S OF STATEN ISLAND LLC,MILLIE'S OF STATEN ISLAND,185 BRICKTOWN WAY,STE B,10309,4/22/20,4/30/22,RESTAURANT SERVING LIQUOR WINE BEER & CIDER,Not Available,Live Recorded DJ & Karaoke Music - Licensed Front & SIde Patio
1316694,TW,344,904738,LERK LLC,KING MOTHER,1205 CORTELYOU RD,Not Available,11218,12/12/19,11/30/21,TAVERN/CAFE SERVING WINE BEER AND CIDER,Not Available,Recorded Music Permitted and No Dancing
2160775,OP,252,917455,BUCKS FAMILY RESTAURANT INC,BUCKS FAMILY RESTAURANT,469 STATE ROUTE 13,Not Available,13493,5/4/20,6/30/22,RESTAURANT SERVING BEER WINE CIDER & LIQUOR,Not Available,Not Available
1279340,OP,252,924461,ALIFINE DINING INC,NANKING,2056 HILLSIDE AVE,Not Available,11040,7/28/20,7/31/22,RESTAURANT SERVING LIQUOR WINE CIDER & BEER,Not Available,Recorded music; No dancing
1261071,DX,126,912010,WALGREEN EASTERN CO INC,WALGREENS #07057,730 FRANKLIN AVE,Not Available,11010,12/26/18,1/31/22,DRUG STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
2188605,AX,122,912626,SHOULETTE'S REDEMPTION DEPOT LLC,Not Available,65 MINER ST,Not Available,13617,1/14/19,2/28/22,GROCERY STORE SELLING BEER CIDER & WINE PRODUCTS,Not Available,Not Available
